data,SE,casos,casos_est,nivel,tempmed,tempmin,tempmax,umidmed,umidmin,umidmax,p_rt1,mes,ano,semana,casos_lag1,casos_lag2,casos_lag4,media_movel_4
2022-10-09,202241,59,59.0,2,26.4761902857143,24.7142857142857,28.5714285714286,72.1615535714286,62.4939097142857,82.2923785714286,0.551057,10,2022,40,55.0,56.0,77.0,57.25
2022-10-16,202242,58,58.0,2,26.725599,25.1428571428571,29.0,68.9972602857143,60.9925278571429,76.0600907142857,0.55829436,10,2022,41,59.0,55.0,59.0,57.0
2022-10-23,202243,52,52.0,2,27.0357145714286,26.0,28.4285714285714,69.8300174285714,63.6586497142857,74.7328677142857,0.31587797,10,2022,42,58.0,59.0,56.0,56.0
2022-10-30,202244,59,59.0,2,27.2420635714286,25.1428571428571,29.4285714285714,69.5907564285714,59.4672278571429,80.7579097142857,0.5956517,10,2022,43,52.0,58.0,55.0,57.0
2022-11-06,202245,25,25.0,2,26.3732931428571,24.1428571428571,28.7142857142857,76.8394465714286,66.775609,88.0233157142857,0.0004753459,11,2022,44,59.0,52.0,59.0,48.5
2022-11-13,202246,26,26.0,2,26.8809528571429,24.8571428571429,28.7142857142857,73.8024064285714,66.4988294285714,84.4394677142857,0.006436314,11,2022,45,25.0,59.0,58.0,40.5
2022-11-20,202247,10,10.0,2,26.7451814285714,24.8571428571429,28.2857142857143,72.1526962857143,64.825027,80.2030891428571,7.91475e-05,11,2022,46,26.0,25.0,52.0,30.0
2022-11-27,202248,25,25.0,2,26.8800725714286,25.2857142857143,28.7142857142857,72.5720375714286,64.750912,81.0222294285714,0.57940173,11,2022,47,10.0,26.0,59.0,21.5
2022-12-04,202249,19,19.0,2,27.2803028571429,25.4285714285714,29.2857142857143,72.1709708571429,63.8236468571429,82.9599337142857,0.7692283,12,2022,48,25.0,10.0,25.0,20.0
2022-12-11,202250,8,8.0,2,27.7270298333333,25.5,29.6666666666667,70.22274,60.9731168333333,79.4981806666667,0.13691881,12,2022,49,19.0,25.0,26.0,15.5
2022-12-18,202251,7,7.0,2,27.094552,24.5,29.5,66.4560735,56.5893175,78.597223,0.08038283,12,2022,50,8.0,19.0,10.0,14.75
2022-12-25,202252,33,33.0,2,27.0126266666667,26.0,27.6666666666667,70.9022553333333,67.1765966666667,77.49065,0.9994138,12,2022,51,7.0,8.0,25.0,16.75
2023-01-01,202301,70,70.0,2,27.3463205714286,25.0,29.4285714285714,72.1169994285714,63.8028641428571,83.081898,0.9999999,1,2023,52,33.0,7.0,19.0,29.5
2023-01-08,202302,56,56.0,2,27.8154762857143,26.8571428571429,29.1428571428571,69.2205991428571,62.9186587142857,73.599946,0.97701335,1,2023,1,70.0,33.0,8.0,41.5
2023-01-15,202303,78,78.0,2,26.8571428571429,26.8571428571429,26.8571428571429,74.1516305714286,74.1516305714286,74.1516305714286,0.9806561,1,2023,2,56.0,70.0,7.0,59.25
2023-01-22,202304,65,65.0,2,27.7142857142857,27.7142857142857,27.7142857142857,71.1563145714286,71.1563145714286,71.1563145714286,0.55298716,1,2023,3,78.0,56.0,33.0,67.25
2023-01-29,202305,77,77.0,2,28.0476191428571,27.7142857142857,28.5714285714286,67.6362685714286,65.9930538571429,69.3387148571429,0.7607073,1,2023,4,65.0,78.0,70.0,69.0
2023-02-05,202306,50,50.0,2,27.095238,26.8571428571429,27.2857142857143,72.1872738571429,71.2893895714286,73.3432752857143,0.036569826,2,2023,5,77.0,65.0,56.0,67.5
2023-02-12,202307,74,74.0,2,27.9285714285714,27.7619047619048,28.0952380952381,74.7163019047619,73.9451214285714,75.487479952381,0.72259223,2,2023,6,50.0,77.0,78.0,66.5
2023-02-19,202308,102,102.0,2,27.6190474285714,26.0,29.2857142857143,75.3662177142857,67.8499231428571,83.3246614285714,0.9975071,2,2023,7,74.0,50.0,65.0,75.75
2023-02-26,202309,109,109.0,3,28.0,28.0,28.0,71.9249088571429,71.7997794285714,72.4254245714286,0.99149215,2,2023,8,102.0,74.0,77.0,83.75
2023-03-05,202310,191,191.0,3,28.0555555555556,28.0,28.1111111111111,70.2294016296296,68.869290962963,71.2204783703704,1.0,3,2023,9,109.0,102.0,50.0,119.0
2023-03-12,202311,251,251.0,3,26.8461538461538,26.5384615384615,27.1538461538462,75.3465044615385,73.6169796923077,77.1136944615385,1.0,3,2023,10,191.0,109.0,74.0,163.25
2023-03-19,202312,206,206.0,3,26.2380951428571,24.2857142857143,28.4285714285714,80.2768564285714,69.7261528571429,89.7035814285714,0.9050696,3,2023,11,251.0,191.0,102.0,189.25
2023-03-26,202313,177,177.0,2,27.2933674285714,25.7142857142857,28.2857142857143,73.268316,66.2369022857143,81.7221328571429,0.037329596,3,2023,12,206.0,251.0,109.0,206.25
2023-04-02,202314,140,140.0,2,27.6488094285714,25.0,29.8571428571429,74.4509642857143,63.8651137142857,87.3779771428571,0.0002596724,4,2023,13,177.0,206.0,191.0,193.5
2023-04-09,202315,144,144.0,2,27.5773811428571,24.7142857142857,30.0,73.6350322857143,63.3953774285714,87.4232665714286,0.034340713,4,2023,14,140.0,177.0,251.0,166.75
2023-04-16,202316,133,133.0,2,27.7976188571429,25.2857142857143,30.2857142857143,74.9836624285714,62.4412692857143,88.8567694285714,0.11843096,4,2023,15,144.0,140.0,206.0,148.5
2023-04-23,202317,117,117.0,2,27.1212120909091,24.5909090909091,29.9090909090909,78.2234577272727,65.9292983636364,89.3786251818182,0.072493136,4,2023,16,133.0,144.0,177.0,133.5
2023-04-30,202318,107,107.0,2,27.9285714285714,27.5714285714286,28.0,73.4107367142857,72.4594801428571,75.0340541428571,0.064222515,4,2023,17,117.0,133.0,140.0,125.25
2023-05-07,202319,96,96.0,2,27.4107142857143,26.8571428571429,27.8571428571429,73.6588022857143,71.8318268571429,76.2197148571429,0.062879786,5,2023,18,107.0,117.0,144.0,113.25
2023-05-14,202320,96,96.0,2,27.0238094285714,25.8571428571429,28.1428571428571,76.1097912857143,71.2625508571429,80.3434765714286,0.21453714,5,2023,19,96.0,107.0,133.0,104.0
2023-05-21,202321,64,64.0,2,26.0064934285714,24.5714285714286,27.5714285714286,82.8014828571429,75.2480185714286,90.2980737142857,0.003747407,5,2023,20,96.0,96.0,117.0,90.75
2023-05-28,202322,77,77.0,2,25.8111111111111,25.5925925925926,26.0,83.0800014074074,80.9683962222222,84.9680394074074,0.2061472,5,2023,21,64.0,96.0,107.0,83.25
2023-06-04,202323,56,56.0,1,24.7936285714286,22.6922285714286,27.4321285714286,85.6744857142857,73.8648571428571,94.0040142857143,0.03945951,6,2023,22,77.0,64.0,96.0,73.25
2023-06-11,202324,77,77.0,1,24.3298571428571,22.5646285714286,26.6181857142857,87.2063857142857,75.9576571428571,94.7670285714286,0.73188865,6,2023,23,56.0,77.0,96.0,68.5
2023-06-18,202325,54,54.0,2,25.0222222222222,24.8148148148148,25.2592592592593,85.811525037037,84.0853135555556,86.9184702962963,0.12793472,6,2023,24,77.0,56.0,64.0,66.0
2023-06-25,202326,64,64.0,2,23.9870128571429,23.7142857142857,24.2857142857143,92.7613971428571,91.0451122857143,94.2464042857143,0.4562682,6,2023,25,54.0,77.0,77.0,62.75
2023-07-02,202327,86,86.0,2,24.2727271428571,24.0,24.5714285714286,91.4794692857143,88.3637045714286,93.63986,0.9666094,7,2023,26,64.0,54.0,56.0,70.25
2023-07-09,202328,89,89.0,1,24.3752142857143,21.9134,27.4329428571429,84.4143285714286,71.3083142857143,93.4502142857143,0.9483555,7,2023,27,86.0,64.0,77.0,73.25
2023-07-16,202329,93,93.0,1,23.8084428571429,21.7137142857143,26.3786857142857,83.2687,72.8341857142857,91.9443571428571,0.846532,7,2023,28,89.0,86.0,54.0,83.0
2023-07-23,202330,80,80.0,1,23.8863142857143,21.456,27.2630285714286,82.4824142857143,68.0608285714286,91.5377571428571,0.2976472,7,2023,29,93.0,89.0,64.0,87.0
2023-07-30,202331,136,136.0,1,24.0193285714286,21.5317714285714,27.1687428571429,81.7217857142857,66.8633428571429,92.0456714285714,0.99887913,7,2023,30,80.0,93.0,86.0,99.5
2023-08-06,202332,112,112.0,1,23.9577857142857,21.8006142857143,26.8189857142857,83.1618571428571,69.8421142857143,92.1561571428571,0.82323164,8,2023,31,136.0,80.0,89.0,105.25
2023-08-13,202333,115,115.0,1,23.1133,21.1501571428571,25.526,84.8980142857143,75.4136142857143,92.7622714285714,0.5698647,8,2023,32,112.0,136.0,93.0,110.75
2023-08-20,202334,108,108.0,1,24.2168,21.8987428571429,27.1664714285714,84.6578714285714,72.2147,92.8932571428571,0.2963376,8,2023,33,115.0,112.0,80.0,117.75
2023-08-27,202335,88,88.0,1,25.1182285714286,22.7506142857143,28.5186714285714,82.6748285714286,65.8619428571429,93.0825142857143,0.047054674,8,2023,34,108.0,115.0,136.0,105.75
2023-09-03,202336,80,80.0,1,24.0168571428571,21.8036428571429,26.8312428571429,82.8844428571429,69.3062,92.4308428571428,0.042780157,9,2023,35,88.0,108.0,112.0,97.75
2023-09-10,202337,91,91.0,1,24.0086428571429,22.0465428571429,26.5362428571429,83.9922,73.9447,91.7251428571429,0.4635923,9,2023,36,80.0,88.0,115.0,91.75
2023-09-17,202338,88,88.0,1,24.4319857142857,22.6449,26.9524142857143,83.7365857142857,72.0786285714286,91.4249285714286,0.5502875,9,2023,37,91.0,80.0,108.0,86.75
2023-09-24,202339,92,92.0,1,25.1864857142857,22.5591714285714,28.8472142857143,78.8089428571429,61.6060428571429,90.4098857142857,0.6412866,9,2023,38,88.0,91.0,88.0,87.75
2023-10-01,202340,73,73.0,1,25.1710857142857,22.4765714285714,28.6679571428571,77.0756142857143,62.4228857142857,87.6280571428571,0.11700626,10,2023,39,92.0,88.0,80.0,86.0
2023-10-08,202341,93,93.0,1,25.4497857142857,23.0117571428571,28.5537,78.5950142857143,63.4982714285714,89.0514,0.70107263,10,2023,40,73.0,92.0,91.0,86.5
2023-10-15,202342,111,111.0,1,25.1478,22.4644285714286,28.8651285714286,75.7726142857143,58.3358857142857,87.3316857142857,0.968583,10,2023,41,93.0,73.0,88.0,92.25
2023-10-22,202343,61,61.0,1,25.9315428571429,22.9323,29.9868428571429,74.7251571428571,55.5098142857143,88.2261142857143,0.008303003,10,2023,42,111.0,93.0,92.0,84.5
2023-10-29,202344,56,56.0,1,26.2979,23.5049,29.9931571428571,74.5585,57.3571142857143,86.5435571428571,0.0029305345,10,2023,43,61.0,111.0,73.0,80.25
2023-11-05,202345,60,60.0,1,26.2009571428571,23.5938571428571,29.6215714285714,74.8342428571429,57.9996428571429,86.5284,0.1230349,11,2023,44,56.0,61.0,93.0,72.0
2023-11-12,202346,43,43.0,2,26.4809,23.5620285714286,30.4874,74.1716428571429,55.4312714285714,86.2514428571429,0.042877577,11,2023,45,60.0,56.0,111.0,55.0
2023-11-19,202347,61,61.0,2,27.1328142857143,24.8534714285714,30.1454857142857,69.2592285714286,54.1422714285714,82.4928142857143,0.7125478,11,2023,46,43.0,60.0,61.0,55.0
2023-11-26,202348,56,56.0,2,26.6528857142857,24.3751285714286,29.6001142857143,70.4629285714286,54.0964,82.4823857142857,0.622243,11,2023,47,61.0,43.0,56.0,55.0
2023-12-03,202349,32,32.0,2,26.9602857142857,24.7556285714286,30.0437285714286,74.3003,59.0443285714286,86.1779428571429,0.0093665,12,2023,48,56.0,61.0,60.0,48.0
2023-12-10,202350,32,32.0,2,26.9652428571429,24.8200571428571,29.6999714285714,69.8309857142857,56.4673714285714,80.5778142857143,0.027258037,12,2023,49,32.0,56.0,43.0,45.25
2023-12-17,202351,31,31.0,2,26.8007142857143,24.7817,29.5706857142857,77.1367,63.2967285714286,87.3427,0.16143876,12,2023,50,32.0,32.0,61.0,37.75
2023-12-24,202352,42,42.0,2,27.1267428571429,24.8882,30.1603571428571,75.2591285714286,58.4604285714286,88.1944,0.83527225,12,2023,51,31.0,32.0,56.0,34.25
2023-12-31,202401,93,93.0,2,27.6140142857143,25.1708,30.9190714285714,75.1299571428571,58.6317571428571,88.8234142857143,0.9999997,12,2023,52,42.0,31.0,32.0,49.5
2024-01-07,202402,85,85.0,3,27.4324285714286,25.0414428571429,30.4655714285714,73.5840571428571,58.2131,86.0785,0.9967658,1,2024,1,93.0,42.0,32.0,62.75
2024-01-14,202403,90,90.0,3,27.5325857142857,25.1960571428571,30.6776285714286,72.7036857142857,56.6213857142857,86.3408714285714,0.8871632,1,2024,2,85.0,93.0,31.0,77.5
2024-01-21,202404,120,120.0,2,28.2702285714286,25.9173142857143,31.4186285714286,73.4709142857143,57.3135428571429,86.3405,0.98919797,1,2024,3,90.0,85.0,42.0,97.0
2024-01-28,202405,164,164.0,3,27.8779714285714,25.6702142857143,30.8514571428571,71.6102285714286,56.9891,84.1740571428571,0.99996763,1,2024,4,120.0,90.0,93.0,114.75
2024-02-04,202406,242,242.0,3,28.4076714285714,26.0835285714286,31.6267285714286,70.4713,54.5868285714286,83.0099428571429,1.0,2,2024,5,164.0,120.0,85.0,154.0
2024-02-11,202407,472,472.0,3,27.2921571428571,25.2814,30.0085857142857,79.6530142857143,66.5952571428572,89.1084,1.0,2,2024,6,242.0,164.0,90.0,249.5
2024-02-18,202408,765,765.0,3,27.2645428571429,25.2743571428571,29.8103428571429,82.7339714285714,71.0914,92.9002428571429,1.0,2,2024,7,472.0,242.0,120.0,410.75
2024-02-25,202409,966,966.0,4,27.1303428571429,25.0480428571429,30.0077571428571,81.9243428571429,69.0182571428571,92.4572142857143,1.0,2,2024,8,765.0,472.0,164.0,611.25
2024-03-03,202410,960,960.0,4,27.5752142857143,25.4601857142857,30.0910714285714,81.0710428571429,69.7923428571429,90.4632285714286,1.0,3,2024,9,966.0,765.0,242.0,790.75
2024-03-10,202411,904,904.0,4,27.4290428571429,25.2962714285714,30.0205714285714,81.7721285714286,69.4362571428571,91.7673714285714,0.7266231,3,2024,10,960.0,966.0,472.0,898.75
2024-03-17,202412,808,808.0,4,27.5410714285714,25.6161714285714,30.0967857142857,81.1856571428571,70.2741571428571,90.3287,0.0029378748,3,2024,11,904.0,960.0,765.0,909.5
2024-03-24,202413,544,544.0,4,26.9718,24.9745142857143,29.2177714285714,84.2795714285714,74.3591428571429,93.9551142857143,0.0,3,2024,12,808.0,904.0,966.0,804.0
2024-03-31,202414,640,640.0,4,27.2937857142857,25.0172,30.2710142857143,82.8469857142857,69.1060857142857,93.4323714285714,0.0004844823,3,2024,13,544.0,808.0,960.0,724.0
2024-04-07,202415,599,599.0,4,27.1265714285714,25.1138571428571,29.5064857142857,82.5116714285714,71.5692857142857,92.4785714285714,0.06363164,4,2024,14,640.0,544.0,904.0,647.75
2024-04-14,202416,560,560.0,4,27.0196571428571,25.1445857142857,29.6188285714286,84.1242857142857,71.7897571428571,93.1904142857143,0.07222729,4,2024,15,599.0,640.0,808.0,585.75
2024-04-21,202417,496,496.0,4,27.1755285714286,25.0235714285714,29.7661285714286,82.8534285714286,73.2801714285714,91.9511714285714,0.0023158798,4,2024,16,560.0,599.0,544.0,573.75
2024-04-28,202418,353,353.0,4,27.0385714285714,24.9795285714286,29.4592571428571,78.6864857142857,67.0244714285714,88.5749714285714,1e-10,4,2024,17,496.0,560.0,640.0,502.0
2024-05-05,202419,335,335.0,2,26.4931428571429,24.7221857142857,28.7552142857143,83.7003285714286,73.0781428571429,92.4212,6.454e-07,5,2024,18,353.0,496.0,599.0,436.0
2024-05-12,202420,349,349.0,2,26.4019,24.4243857142857,28.8280285714286,82.6064714285714,71.3267428571429,91.9612,0.05024727,5,2024,19,335.0,353.0,560.0,383.25
2024-05-19,202421,317,317.0,2,25.8551571428571,24.0886714285714,28.0187,81.8970714285714,72.5453714285714,89.4841714285714,0.10067147,5,2024,20,349.0,335.0,496.0,338.5
2024-05-26,202422,334,334.0,2,25.4837428571429,23.9968714285714,27.6009857142857,84.3257857142857,75.1786857142857,90.8445142857143,0.4636375,5,2024,21,317.0,349.0,353.0,333.75
2024-06-02,202423,310,310.0,2,25.5320857142857,23.7747571428571,27.8105571428571,86.2522571428571,77.7393714285714,93.2197142857143,0.23563138,6,2024,22,334.0,317.0,335.0,327.5
2024-06-09,202424,352,352.0,2,25.2838,23.8353857142857,27.3042,82.8419142857143,73.1709,90.0765428571429,0.8563985,6,2024,23,310.0,334.0,349.0,328.25
2024-06-16,202425,294,294.0,2,24.8697571428571,23.1272428571429,26.9961714285714,81.9929142857143,73.3473857142857,89.7296571428571,0.111718684,6,2024,24,352.0,310.0,317.0,322.5
2024-06-23,202426,359,359.0,1,24.6225714285714,22.4778714285714,27.1272428571429,81.4677285714286,69.9057428571429,90.1773285714286,0.9003584,6,2024,25,294.0,352.0,334.0,328.75
2024-06-30,202427,308,308.0,1,24.3238428571429,22.6248,26.5151571428571,82.3851857142857,71.2839,90.9060571428571,0.2592892,6,2024,26,359.0,294.0,310.0,328.25
2024-07-07,202428,231,231.0,1,24.2666,22.5176,26.1853714285714,82.3395857142857,73.1600285714286,90.1951,5.37666e-05,7,2024,27,308.0,359.0,352.0,298.0
2024-07-14,202429,187,187.0,1,24.3296428571429,22.6601857142857,26.3974857142857,75.7858857142857,66.5497,83.6414,5.549e-07,7,2024,28,231.0,308.0,294.0,271.25
2024-07-21,202430,207,207.0,1,24.1168,22.4150428571429,26.5516571428571,72.5853,60.5156857142857,83.7740285714286,0.041137137,7,2024,29,187.0,231.0,359.0,233.25
2024-07-28,202431,181,181.0,1,24.7128285714286,23.0476857142857,27.1305714285714,76.0037857142857,61.9397714285714,85.1205714285714,0.08056835,7,2024,30,207.0,187.0,308.0,201.5
2024-08-04,202432,148,148.0,1,24.0801857142857,22.0127857142857,26.4909142857143,74.4867285714286,64.1487714285714,83.8519285714286,0.0067750337,8,2024,31,181.0,207.0,231.0,180.75
2024-08-11,202433,170,170.0,1,24.9446142857143,22.7604857142857,27.8049142857143,71.7991142857143,58.5010285714286,83.5839857142857,0.32521793,8,2024,32,148.0,181.0,187.0,176.5
2024-08-18,202434,177,177.0,1,24.4406285714286,22.7164571428571,26.6607714285714,76.0165285714286,65.1606714285714,84.5741428571429,0.73186964,8,2024,33,170.0,148.0,207.0,169.0
2024-08-25,202435,112,112.0,1,24.2411857142857,22.2601,26.9807571428571,72.4750571428571,58.3299428571429,83.5812428571429,0.0009631039,8,2024,34,177.0,170.0,181.0,151.75
2024-09-01,202436,123,123.0,1,24.7101571428571,22.7314,27.4987857142857,66.5669428571429,53.0249142857143,76.4604857142857,0.02971168,9,2024,35,112.0,177.0,148.0,145.5
2024-09-08,202437,105,105.0,1,24.3778714285714,22.6639285714286,26.6599,75.7343571428571,64.0300857142857,85.0467285714286,0.035299063,9,2024,36,123.0,112.0,170.0,129.25
2024-09-15,202438,123,123.0,1,25.0418571428571,23.0549857142857,27.8008285714286,70.6000428571429,56.4442,82.5257,0.6129188,9,2024,37,105.0,123.0,177.0,115.75
2024-09-22,202439,110,110.0,1,25.3050428571429,23.1413,28.2075142857143,71.3298428571429,56.5265285714286,84.5451,0.3891624,9,2024,38,123.0,105.0,112.0,115.25
2024-09-29,202440,131,131.0,2,25.3857571428571,23.3449,28.2001428571429,71.0559714285714,56.0782571428571,83.0958571428571,0.8414902,9,2024,39,110.0,123.0,123.0,117.25
2024-10-06,202441,146,146.0,2,26.0502428571429,23.3294,29.6902428571429,68.4409142857143,49.7913571428571,83.8028285714286,0.94877577,10,2024,40,131.0,110.0,105.0,127.5
2024-10-13,202442,130,130.0,2,26.5693714285714,24.1822285714286,29.9511285714286,69.0415428571429,50.9879857142857,82.6436285714286,0.54100627,10,2024,41,146.0,131.0,123.0,129.25
2024-10-20,202443,147,147.0,2,26.3025142857143,24.1317142857143,29.3532714285714,67.0858714285714,51.3744714285714,79.3836571428571,0.74695945,10,2024,42,130.0,146.0,110.0,138.5
2024-10-27,202444,193,193.0,2,26.2836428571429,24.0984714285714,29.2716142857143,71.0757,54.7844714285714,84.0256857142857,0.9979421,10,2024,43,147.0,130.0,131.0,154.0
2024-11-03,202445,173,173.0,2,26.2288,24.1025571428571,29.1902285714286,69.3443285714286,55.4813714285714,81.2122428571429,0.8454316,11,2024,44,193.0,147.0,146.0,160.75
2024-11-10,202446,181,181.0,2,26.5014,24.1953571428571,29.7969714285714,69.6770857142857,51.5413285714286,84.0050428571429,0.6865026,11,2024,45,173.0,193.0,130.0,173.5
2024-11-17,202447,141,141.0,2,26.5686714285714,24.0563,30.1393428571429,71.7683428571429,52.9278142857143,85.9265571428571,0.025454767,11,2024,46,181.0,173.0,147.0,172.0
2024-11-24,202448,141,141.0,2,27.1462857142857,24.6890142857143,30.7216571428571,67.3342428571429,48.3013857142857,81.2203714285714,0.069659814,11,2024,47,141.0,181.0,193.0,159.0
2024-12-01,202449,112,112.0,2,26.5964571428571,24.4233571428571,29.6091571428571,73.5746571428571,59.9023571428571,84.5528571428571,0.008650752,12,2024,48,141.0,141.0,173.0,143.75
2024-12-08,202450,147,147.0,2,27.0241571428571,24.7830857142857,29.9942285714286,70.3693428571429,55.7192428571429,82.8427714285714,0.7443049,12,2024,49,112.0,141.0,181.0,135.25
2024-12-15,202451,120,120.0,2,27.1125,24.9889428571429,29.7591,75.7581142857143,62.2370285714286,87.4425285714286,0.27785903,12,2024,50,147.0,112.0,141.0,130.0
2024-12-22,202452,121,121.0,2,27.0391,24.6904571428571,30.0159857142857,69.3362142857143,54.5096857142857,82.068,0.2936438,12,2024,51,120.0,147.0,141.0,125.0
