data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
1477785600000,201644,61.0,61,61,61,0.058374017,3.6892312,0,2,261160620164419589,2023-08-20,Recife,0,0.7671892,1653461,25.5714285714286,83.5714285714286,1,0,1,76.740574,69,26.5153767142857,27.7142857142857,53,,,,,24721
1477180800000,201643,73.0,73,73,73,0.19728717,4.414982,0,2,261160620164319589,2023-08-20,Recife,0,0.872975,1653461,25.8571428571429,79.7142857142857,1,0,1,75.19365,67.7142857142857,26.4412697142857,27.2857142857143,47,,,,,24721
1476576000000,201642,85.0,85,85,85,0.43679497,5.1407323,0,2,261160620164219589,2023-08-20,Recife,0,0.9760915,1653461,25.7142857142857,82,1,0,1,76.69246,68.5714285714286,26.2847221428571,27,58,,,,,24721
1475971200000,201641,80.0,80,80,80,0.28639102,4.838336,0,2,261160620164119589,2023-08-20,Recife,0,0.9166467,1653461,25.4285714285714,84.1428571428571,1,0,1,75.972484,65.1428571428571,26.3185877142857,27.8571428571429,59,,,,,24721
1475366400000,201640,90.0,90,90,90,0.6422923,5.443128,0,2,261160620164019589,2023-08-20,Recife,0,1.0565103,1653461,24.8571428571429,83.7142857142857,1,0,1,76.2964914285714,64.8571428571429,25.9302397142857,27.5714285714286,62,,,,,24721
1474761600000,201639,94.0,94,94,94,0.7688369,5.685045,0,2,261160620163919589,2023-08-20,Recife,0,1.1162155,1653461,25.5714285714286,81.4285714285714,1,0,1,74.4764888571429,66.2857142857143,26.3407971428571,27.5714285714286,42,,,,,24721
1474156800000,201638,75.0,75,75,75,0.31936136,4.53594,0,2,261160620163819589,2023-08-20,Recife,0,0.92770576,1653461,24.8571428571429,82.5714285714286,1,0,1,76.989448,69.4285714285714,25.8603085714286,27,43,,,,,24721
1473552000000,201637,96.0,96,96,96,0.81922925,5.806003,0,2,261160620163719589,2023-08-20,Recife,0,1.1456069,1653461,24.7142857142857,85.7142857142857,1,0,1,79.9573042857143,72.7142857142857,25.2081982857143,26.2857142857143,67,,,,,24721
1472947200000,201636,76.0,76,76,76,0.037120197,4.5964193,0,2,261160620163619589,2023-08-20,Recife,0,0.7633529,1653461,24.2857142857143,82.7142857142857,1,0,1,74.7743502857143,64.5714285714286,25.3993954285714,26.8571428571429,57,,,,,24721
1472342400000,201635,71.0,71,71,71,0.0002881178,4.294023,0,2,261160620163519589,2023-08-20,Recife,0,0.6018508,1653461,24.4285714285714,87.5714285714286,1,0,1,77.385146,68,25.8306277142857,27.1428571428571,56,,,,,24721
1471737600000,201634,102.0,102,102,102,0.05053369,6.1688786,0,1,261160620163419589,2023-08-20,Recife,0,0.8048674,1653461,24.2857142857143,84.2857142857143,1,0,1,75.9261357142857,66.1428571428571,25.573864,27.1428571428571,80,,,,,24721
1471132800000,201633,122.0,122,122,122,0.4966038,7.3784623,0,1,261160620163319589,2023-08-20,Recife,0,0.99891275,1653461,23.8571428571429,90.1428571428571,1,0,1,80.9820177142857,70.8571428571429,25.137425,26.4285714285714,92,,,,,24721
1470528000000,201632,139.0,139,139,139,0.9504862,8.406609,0,1,261160620163219589,2023-08-20,Recife,0,1.2313255,1653461,22.8571428571429,88.2857142857143,0,1,1,81.0312491428571,71.7142857142857,23.8380682857143,25.2857142857143,108,,,,,24721
1469923200000,201631,123.0,123,123,123,0.7265448,7.4389415,0,1,261160620163119589,2023-08-20,Recife,0,1.0813316,1653461,23.1428571428571,90.1428571428571,1,0,1,79.2134751428571,66.2857142857143,24.7260548571429,26.2857142857143,105,,,,,24721
1469318400000,201630,112.0,112,112,112,0.08150206,6.7736707,0,1,261160620163019589,2023-08-20,Recife,0,0.83694,1653461,23.4285714285714,89.7142857142857,1,0,1,79.7307911428571,68,24.3713477142857,26.1428571428571,99,,,,,24721
1468713600000,201629,95.0,95,95,95,1.08943e-05,5.745524,0,1,261160620162919589,2023-08-20,Recife,0,0.58412313,1653461,21.8571428571429,93.2857142857143,0,0,1,86.8798697142857,76.4285714285714,23.2670454285714,24.7142857142857,76,,,,,24721
1468108800000,201628,133.0,133,133,133,0.0006168244,8.043734,0,1,261160620162819589,2023-08-20,Recife,0,0.6966319,1653461,23,90.8571428571429,0,0,1,83.570888,75.2857142857143,24.0255142857143,25.2857142857143,119,,,,,24721
1467504000000,201627,168.0,168,168,168,0.0047104093,10.160505,0,1,261160620162719589,2023-08-20,Recife,0,0.76731956,1653461,23.5714285714286,87.8571428571429,1,0,1,81.3511357142857,73,24.7651785714286,25.5714285714286,94,,,,,24721
1466899200000,201626,186.0,186,186,186,0.0020422766,11.249131,0,1,261160620162619589,2023-08-20,Recife,0,0.7576483,1653461,25,74.4285714285714,1,0,1,69.337176,59.4285714285714,25.75487,26.7142857142857,102,,,,,24721
1466294400000,201625,226.0,226,226,226,0.055183884,13.6683,0,1,261160620162519589,2023-08-20,Recife,0,0.86525685,1653461,23,91.8571428571429,0,0,1,84.8072242857143,76.2857142857143,24.1525971428571,25.2857142857143,145,,,,,24721
1465689600000,201624,238.0,238,238,238,0.13007294,14.39405,0,1,261160620162419589,2023-08-20,Recife,0,0.90431494,1653461,22.5714285714286,90.7142857142857,0,0,1,82.6910162857143,71,24.095238,25.7142857142857,143,,,,,24721
1465084800000,201623,297.0,297,297,297,0.7034593,17.962322,0,2,261160620162319589,2023-08-20,Recife,0,1.0453043,1653461,24.2857142857143,92.8571428571429,1,0,1,84.7873374285714,75.4285714285714,25.6903405714286,27,166,,,,,24721
1464480000000,201622,236.0,236,236,236,0.0001354366,14.273091,0,2,261160620162219589,2023-08-20,Recife,0,0.73344153,1653461,23.8571428571429,97,1,0,1,92.9054284285714,79.4285714285714,24.1954714285714,25.1428571428571,140,,,,,24721
1463875200000,201621,263.0,263,263,263,0.0011195354,15.90603,0,4,261160620162119589,2023-08-20,Recife,0,0.77864033,1653461,23.7142857142857,91.8571428571429,1,0,1,86.6804651428571,79.4285714285714,24.65,25.8571428571429,145,,,,,24721
1463270400000,201620,353.0,353,353,353,0.67990834,21.349157,0,4,261160620162019589,2023-08-20,Recife,0,1.0361139,1653461,24.4285714285714,91.1428571428571,1,0,2,82.0401785714286,71.7142857142857,25.741802,27,196,,,,,24721
1462665600000,201619,356.0,356,356,356,0.21399431,21.530596,0,4,261160620161919589,2023-08-20,Recife,0,0.94316435,1653461,24.4285714285714,94.1428571428571,1,0,2,88.8315757142857,81.4285714285714,25.2788151428571,26.1428571428571,209,,,,,24721
1462060800000,201618,312.0,312,312,312,4.737e-07,18.86951,0,4,261160620161819589,2023-08-20,Recife,0,0.6986296,1653461,24,91.8571428571429,1,0,2,86.4434254285714,78.1428571428571,24.8798702857143,26.1428571428571,197,,,,,24721
1461456000000,201617,341.0,341,341,341,1.2e-09,20.623407,0,4,261160620161719589,2023-08-20,Recife,0,0.6621555,1653461,26,84,1,0,2,76.3214282857143,68,27.0750808571429,28,224,,,,,24721
1460851200000,201616,487.0,487,487,487,0.0018511489,29.453371,0,4,261160620161619589,2023-08-20,Recife,0,0.8370729,1653461,25.5714285714286,89,1,0,2,77.7660437142857,64.4285714285714,27.1420772857143,28.8571428571429,321,,,,,24721
1460246400000,201615,482.0,482,482,482,3.629e-07,29.150974,0,4,261160620161519589,2023-08-20,Recife,0,0.7436062,1653461,25,95,1,0,2,79.7178642857143,65.5714285714286,27.6041488571429,29.7142857142857,371,,,,,24721
1459641600000,201614,621.0,621,621,621,0.0013338871,37.557583,0,4,261160620161419589,2023-08-20,Recife,0,0.8491013,1653461,25.5714285714286,89,1,0,2,82.7987028571429,72.7142857142857,26.4776785714286,27.8571428571429,495,,,,,24721
1459036800000,201613,606.0,606,606,606,2e-10,36.650394,0,4,261160620161319589,2023-08-20,Recife,0,0.7184517,1653461,25.1428571428571,90.4285714285714,1,0,2,83.1436217142857,72.2857142857143,26.3567611428571,28,471,,,,,24721
1458432000000,201612,757.0,757,757,757,1e-10,45.782757,0,4,261160620161219589,2023-08-20,Recife,0,0.738355,1653461,25.7142857142857,90.4285714285714,1,0,2,83.0359842857143,73.1428571428571,26.8288694285714,27.8571428571429,560,,,,,24721
1457827200000,201611,786.0,786,786,786,0.0,47.53665,0,4,261160620161119589,2023-08-20,Recife,0,0.60965693,1653461,25.1428571428571,90,1,0,2,81.1672065714286,64.5714285714286,26.3142171428571,27.1428571428571,629,,,,,24721
1457222400000,201610,985.0,985,985,985,0.0,59.572014,0,4,261160620161019589,2023-08-20,Recife,0,0.61196685,1653461,26.1428571428571,86,1,0,2,77.6505668571428,68,27.2329545714286,28.1428571428571,767,,,,,24721
1456617600000,201609,1267.0,1267,1267,1267,0.0,76.627144,0,4,261160620160919589,2023-08-20,Recife,0,0.6737517,1653461,25.8571428571429,86.2857142857143,1,0,2,78.1070357142857,68.8571428571429,27.0232142857143,28,1060,,,,,24721
1456012800000,201608,1578.0,1578,1578,1578,1e-10,95.43618,0,4,261160620160819589,2023-08-20,Recife,0,0.8077784,1653461,26,86.8571428571429,1,0,2,77.9160711428571,61.7142857142857,27.0381494285714,28.2857142857143,1315,,,,,24721
1455408000000,201607,2072.0,2072,2072,2072,0.9998918,125.312904,0,4,261160620160719589,2023-08-20,Recife,0,1.1256518,1653461,26.2857142857143,83.8571428571429,1,1,2,78.9255151428571,70.1428571428571,26.979085,28.1428571428571,1670,,,,,24721
1454803200000,201606,2044.0,2044,2044,2044,1.0,123.619484,0,4,261160620160619589,2023-08-20,Recife,0,1.247904,1653461,24.8571428571429,86.1428571428571,1,1,2,73.131945,57.4285714285714,27.5173612857143,29.8571428571429,1536,,,,,24721
1454198400000,201605,1879.0,1879,1879,1879,1.0,113.64042,0,4,261160620160519589,2023-08-20,Recife,0,1.294514,1653461,25.5714285714286,85.1428571428571,1,1,2,72.61612,58.1428571428571,27.9401682857143,30.4285714285714,1414,,,,,24721
1453593600000,201604,1682.0,1682,1682,1682,1.0,101.72601,0,4,261160620160419589,2023-08-20,Recife,0,1.2771131,1653461,25.1428571428571,85.1428571428571,1,1,2,76.5341964285714,67.7142857142857,26.8080358571429,28.1428571428571,1162,,,,,24721
1452988800000,201603,1317.0,1317,1317,1317,0.9999976,79.65111,0,4,261160620160319589,2023-08-20,Recife,0,1.2053701,1653461,25.4285714285714,91.1428571428571,1,1,2,85.4963905714286,77.5714285714286,26.2900431428571,27.2857142857143,799,,,,,24721
1452384000000,201602,1438.0,1438,1438,1438,1.0,86.96909,0,4,261160620160219589,2023-08-20,Recife,0,1.7100083,1653461,25.7142857142857,89.7142857142857,1,1,2,84.597515,76.5714285714286,26.3474011428571,27.4285714285714,989,,,,,24721
1451779200000,201601,1245.0,1245,1245,1245,1.0,75.29661,0,4,261160620160119589,2023-08-20,Recife,0,1.5333704,1653461,26.1428571428571,89,1,1,2,82.700844,73.4285714285714,26.939068,28,898,,,,,24721
1514073600000,201752,39.0,39,39,39,0.48832384,2.3586888,0,2,261160620175219589,2023-08-20,Recife,0,0.9934389,1653461,25.7142857142857,81.5888757142857,1,0,0,75.6575844285714,70.6502142857143,26.859524,28,17,,,,,3687
1513468800000,201751,38.0,38,38,38,0.44148585,2.2982097,0,2,261160620175119589,2023-08-20,Recife,0,0.96723837,1653461,25.5714285714286,83.7082634285714,1,0,0,78.0358175714286,73.0550177142857,26.4785714285714,27.4285714285714,17,,,,,3687
1512864000000,201750,39.0,39,39,39,0.5153201,2.3586888,0,2,261160620175019589,2023-08-20,Recife,0,1.0087084,1653461,25.2857142857143,81.7031408571429,1,0,0,77.6816815714286,74.1792538571429,26.2428571428571,27,23,,,,,3687
1512259200000,201749,43.0,43,43,43,0.7083655,2.6006057,0,2,261160620174919589,2023-08-20,Recife,0,1.1290029,1653461,25.4285714285714,83.6118288571429,1,0,0,76.8184814285714,71.8055714285714,26.5760204285714,27.7142857142857,24,,,,,3687
1511654400000,201748,33.0,33,33,33,0.27870765,1.9958136,0,2,261160620174819589,2023-08-20,Recife,0,0.870498,1653461,25.4285714285714,78.6514751428571,1,0,0,71.3448407142857,62.0924414285714,27.190476,29.4285714285714,14,,,,,3687
1511049600000,201747,47.0,47,47,47,0.637794,2.8425224,0,2,261160620174719589,2023-08-20,Recife,0,1.0765294,1653461,24.8571428571429,83.56867,1,0,0,72.6840621428571,61.6527985714286,27.0476188571429,29.2857142857143,22,,,,,3687
1510444800000,201746,26.0,26,26,26,0.0026838717,1.5724592,0,2,261160620174619589,2023-08-20,Recife,0,0.5208951,1653461,25,81.046242,1,0,0,71.859265,65.771194,26.666667,28.5,9,,,,,3687
1509840000000,201745,46.0,46,46,46,0.29995295,2.7820432,0,2,261160620174519589,2023-08-20,Recife,0,0.8993755,1653461,24.82,,1,0,0,,,,,16,,,,,3687
1509235200000,201744,56.0,56,56,56,0.6963532,3.3868353,0,2,261160620174419589,2023-08-20,Recife,0,1.1042596,1653461,24.64,,1,0,1,,,,,24,,,,,3687
1508630400000,201743,50.0,50,50,50,0.40098506,3.02396,0,2,261160620174319589,2023-08-20,Recife,0,0.9518541,1653461,24.46,,1,0,0,,,,,24,,,,,3687
1508025600000,201742,50.0,50,50,50,0.1271602,3.02396,0,2,261160620174219589,2023-08-20,Recife,0,0.80635285,1653461,24.28,,1,0,0,,,,,21,,,,,3687
1507420800000,201741,53.0,53,53,53,0.05410333,3.2053976,0,2,261160620174119589,2023-08-20,Recife,0,0.7488011,1653461,24.1,,1,0,0,,,,,25,,,,,3687
1506816000000,201740,43.0,43,43,43,0.026611853,2.6006057,0,2,261160620174019589,2023-08-20,Recife,0,0.6853595,1653461,23.92,,1,0,0,,,,,18,,,,,3687
1506211200000,201739,111.0,111,111,111,0.99998873,6.7131915,0,2,261160620173919589,2023-08-20,Recife,0,1.956046,1653461,23.74,,1,1,1,,,,,22,,,,,3687
1505606400000,201738,41.0,41,41,41,0.044503704,2.4796472,0,2,261160620173819589,2023-08-20,Recife,0,0.70945823,1653461,23.56,,1,0,0,,,,,20,,,,,3687
1505001600000,201737,56.0,56,56,56,0.397186,3.3868353,0,1,261160620173719589,2023-08-20,Recife,0,0.95267075,1653461,23.38,,1,0,1,,,,,31,,,,,3687
1504396800000,201736,63.0,63,63,63,0.551688,3.8101897,0,1,261160620173619589,2023-08-20,Recife,0,1.0234779,1653461,23.2,83.8,1,0,1,77.3356948,69.4,24.2586116,25,29,,,,,3687
1503792000000,201735,55.0,55,55,55,0.09236778,3.326356,0,1,261160620173519589,2023-08-20,Recife,0,0.78856826,1653461,22.7142857142857,84.5714285714286,0,0,1,76.3968257142857,67,24.0011695714286,25.1428571428571,19,,,,,3687
1503187200000,201734,61.0,61,61,61,0.05945857,3.6892312,0,1,261160620173419589,2023-08-20,Recife,0,0.7683136,1653461,23,89.4285714285714,0,0,1,81.2682998571428,73,23.8832831428571,24.8571428571429,24,,,,,3687
1502582400000,201733,63.0,63,63,63,0.11039254,3.8101897,0,3,261160620173319589,2023-08-20,Recife,0,0.8133718,1653461,22.1428571428571,97.4285714285714,0,0,1,92.4431477142857,78.7142857142857,22.5064932857143,23.1428571428571,27,,,,,3687
1501977600000,201732,90.0,90,90,90,0.97872347,5.443128,0,3,261160620173219589,2023-08-20,Recife,0,1.3870857,1653461,23.2857142857143,92,1,1,1,87.3250727142857,80.1428571428571,23.8383478571429,24.7142857142857,38,,,,,3687
1501372800000,201731,90.0,90,90,90,0.9979942,5.443128,0,1,261160620173119589,2023-08-20,Recife,0,1.6200763,1653461,22.7142857142857,96,0,1,1,89.4053388571429,83,23.3503607142857,24.1428571428571,43,,,,,3687
1500768000000,201730,54.0,54,54,54,0.589066,3.2658768,0,1,261160620173019589,2023-08-20,Recife,0,1.0445974,1653461,22.4285714285714,98.2857142857143,0,0,1,91.0139972857143,85.1428571428571,23.3760461428571,24,34,,,,,3687
1500163200000,201729,57.0,57,57,57,0.6287225,3.4473145,0,1,261160620172919589,2023-08-20,Recife,0,1.0642371,1653461,23.1428571428571,93.5714285714286,1,0,1,90.2296191428571,84.2857142857143,23.4813857142857,24,26,,,,,3687
1499558400000,201728,50.0,50,50,50,0.14234276,3.02396,0,1,261160620172819589,2023-08-20,Recife,0,0.8165748,1653461,23.7142857142857,90.2857142857143,1,0,0,82.3019488571429,73.7142857142857,24.4214285714286,25.2857142857143,24,,,,,3687
1498953600000,201727,46.0,46,46,46,0.007366833,2.7820432,0,1,261160620172719589,2023-08-20,Recife,0,0.63603175,1653461,22.5714285714286,97.5714285714286,0,0,0,93.6698422857143,89.5714285714286,23.1952385714286,23.5714285714286,25,,,,,3687
1498348800000,201726,67.0,67,67,67,0.053902116,4.0521064,0,1,261160620172619589,2023-08-20,Recife,0,0.7713054,1653461,23.8571428571429,96.1428571428571,1,0,1,92.4204895714286,86.4285714285714,24.2429291428571,25,35,,,,,3687
1497744000000,201725,63.0,63,63,63,0.009177172,3.8101897,0,1,261160620172519589,2023-08-20,Recife,0,0.6831873,1653461,23.8571428571429,97.7142857142857,1,0,1,87.1483394285714,77.4285714285714,24.8957431428571,25.8571428571429,40,,,,,3687
1497139200000,201724,91.0,91,91,91,0.71013886,5.5036073,0,1,261160620172419589,2023-08-20,Recife,0,1.0872309,1653461,23,97.7142857142857,0,0,1,89.2225244285714,78.1428571428571,24.5837251428571,26,54,,,,,3687
1496534400000,201723,114.0,114,114,114,0.9905476,6.894629,0,2,261160620172319589,2023-08-20,Recife,0,1.4015357,1653461,24.8571428571429,92.7142857142857,1,1,1,85.1487742857143,72.7142857142857,25.781818,26.7142857142857,58,,,,,3687
1495929600000,201722,70.0,70,70,70,0.0541487,4.233544,0,2,261160620172219589,2023-08-20,Recife,0,0.77563477,1653461,24.1428571428571,99.5714285714286,1,0,1,96.1880942857143,90.4285714285714,24.4051585714286,24.8571428571429,31,,,,,3687
1495324800000,201721,73.0,73,73,73,0.039269358,4.414982,0,2,261160620172119589,2023-08-20,Recife,0,0.7623036,1653461,24.4285714285714,96,1,0,1,90.6946605714286,85.1428571428571,25.210678,25.8571428571429,30,,,,,3687
1494720000000,201720,95.0,95,95,95,0.59729403,5.745524,0,2,261160620172019589,2023-08-20,Recife,0,1.036642,1653461,25.1428571428571,95,1,0,1,87.1805592857143,77.1428571428571,26.484802,27.8571428571429,57,,,,,3687
1494115200000,201719,106.0,106,106,106,0.8808284,6.410795,0,2,261160620171919589,2023-08-20,Recife,0,1.1836208,1653461,24.4285714285714,99.1428571428571,1,0,1,91.7168115714286,85.7142857142857,25.2855792857143,26.2857142857143,51,,,,,3687
1493510400000,201718,91.0,91,91,91,0.5171149,5.5036073,0,2,261160620171819589,2023-08-20,Recife,0,1.0063777,1653461,25.2857142857143,92.2857142857143,1,0,1,84.9972044285714,75.1428571428571,26.1570617142857,27.5714285714286,34,,,,,3687
1492905600000,201717,74.0,74,74,74,0.14829545,4.475461,0,2,261160620171719589,2023-08-20,Recife,0,0.84851754,1653461,26,89.7142857142857,1,0,1,82.2630505714286,75.1428571428571,26.9483317142857,27.7142857142857,40,,,,,3687
1492300800000,201716,118.0,118,118,118,0.9395596,7.1365457,0,2,261160620171619589,2023-08-20,Recife,0,1.2368114,1653461,25,93.7142857142857,1,0,1,88.0447094285714,78.7142857142857,26.0496947142857,27.4285714285714,51,,,,,3687
1491696000000,201715,61.0,61,61,61,6.96798e-05,3.6892312,0,2,261160620171519589,2023-08-20,Recife,0,0.5525729,1653461,25.5714285714286,95.8571428571429,1,0,1,88.3979577142857,72.5714285714286,26.5154792857143,27.7142857142857,17,,,,,3687
1491091200000,201714,97.0,97,97,97,0.10596401,5.8664823,0,2,261160620171419589,2023-08-20,Recife,0,0.84249556,1653461,26.5714285714286,87,1,0,1,80.1307872857143,70.5714285714286,27.4377928571429,28.2857142857143,44,,,,,3687
1490486400000,201713,116.0,116,116,116,0.70320606,7.0155873,0,2,261160620171319589,2023-08-20,Recife,0,1.0737923,1653461,27.2857142857143,89,1,0,1,81.0016242857143,74.5714285714286,28.0209414285714,28.8571428571429,34,,,,,3687
1489881600000,201712,131.0,131,131,131,0.98593116,7.9227753,0,2,261160620171219589,2023-08-20,Recife,0,1.338044,1653461,26,88.2857142857143,1,1,1,80.1607958571429,70.8571428571429,27.3589558571429,28.4285714285714,65,,,,,3687
1489276800000,201711,95.0,95,95,95,0.73160094,5.745524,0,2,261160620171119589,2023-08-20,Recife,0,1.0957979,1653461,25.1428571428571,94,1,0,1,86.0393948571429,75.8571428571429,26.3545454285714,27.7142857142857,44,,,,,3687
1488672000000,201710,116.0,116,116,116,0.9762888,7.0155873,0,2,261160620171019589,2023-08-20,Recife,0,1.3211627,1653461,26.4285714285714,84.5714285714286,1,1,1,79.4028855714286,71.4285714285714,27.1645022857143,27.8571428571429,58,,,,,3687
1488067200000,201709,69.0,69,69,69,0.013294533,4.1730647,0,2,261160620170919589,2023-08-20,Recife,0,0.7079228,1653461,26.4285714285714,88.4285714285714,1,0,1,81.3270885714286,72.7142857142857,27.3697938571429,28.4285714285714,28,,,,,3687
1487462400000,201708,81.0,81,81,81,0.112217635,4.898815,0,3,261160620170819589,2023-08-20,Recife,0,0.8336239,1653461,26.1428571428571,86,1,0,1,77.5147551428571,68.5714285714286,27.4523082857143,28.4285714285714,33,,,,,3687
1486857600000,201707,109.0,109,109,109,0.9681545,6.5922327,0,3,261160620170719589,2023-08-20,Recife,0,1.3073515,1653461,26.2857142857143,82.5714285714286,1,1,1,75.817035,68.2857142857143,27.2631095714286,28,44,,,,,3687
1486252800000,201706,107.0,107,107,107,0.99819475,6.4712744,0,2,261160620170619589,2023-08-20,Recife,0,1.5580921,1653461,26.2857142857143,84,1,1,1,77.7470092857143,70.7142857142857,27.2827332857143,28.2857142857143,50,,,,,3687
1485648000000,201705,83.0,83,83,83,0.9158682,5.0197735,0,2,261160620170519589,2023-08-20,Recife,0,1.2531427,1653461,26.5714285714286,83.1428571428571,1,0,1,77.4866071428571,69,27.2808958571429,28,40,,,,,3687
1485043200000,201704,63.0,63,63,63,0.027379842,3.8101897,0,2,261160620170419589,2023-08-20,Recife,0,0.7295016,1653461,26.4285714285714,85.4285714285714,1,0,1,77.450397,68,27.5586735714286,28.7142857142857,42,,,,,3687
1484438400000,201703,53.0,53,53,53,0.0,3.2053976,0,2,261160620170319589,2023-08-20,Recife,0,0.35656273,1653461,26.2857142857143,82.1428571428571,1,0,0,74.8456928571429,65.5714285714286,27.1529762857143,28.2857142857143,39,,,,,3687
1483833600000,201702,84.0,84,84,84,0.0,5.0802526,0,2,261160620170219589,2023-08-20,Recife,0,0.4207506,1653461,26.2857142857143,83,1,0,1,77.4700457142857,69.8571428571429,27.0086405714286,27.5714285714286,48,,,,,3687
1483228800000,201701,60.0,60,60,60,4e-10,3.628752,0,2,261160620170119589,2023-08-20,Recife,0,0.4089211,1653461,26,82.4285714285714,1,0,1,76.8670628571429,68.7142857142857,26.9533728571429,28.1428571428571,36,,,,,3687
1545523200000,201852,37.0,37,37,37,0.022806782,2.2377305,0,2,261160620185219589,2023-08-20,Recife,0,0.6591223,1653461,25.2,80.6307428,1,0,0,73.403039,67.5005358,26.535,28,17,,,,,4145
1544918400000,201851,36.0,36,36,36,0.002836161,2.1772513,0,2,261160620185119589,2023-08-20,Recife,0,0.569041,1653461,25.3714285714286,,1,0,0,,,,,15,,,,,4145
1544313600000,201850,62.0,62,62,62,0.49762776,3.7497106,0,2,261160620185019589,2023-08-20,Recife,0,0.9989364,1653461,25.5428571428571,,1,0,1,,,,,32,,,,,4145
1543708800000,201849,71.0,71,71,71,0.8587938,4.294023,0,2,261160620184919589,2023-08-20,Recife,0,1.2074453,1653461,25.7142857142857,85.7889234285714,1,0,1,79.7486807142857,76.2680511428571,26.6916665714286,27.4285714285714,40,,,,,4145
1543104000000,201848,60.0,60,60,60,0.5435585,3.628752,0,2,261160620184819589,2023-08-20,Recife,0,1.0202054,1653461,25.7142857142857,84.3813331428571,1,0,1,80.051507,74.9758991428571,26.2940477142857,27,31,,,,,4145
1542499200000,201847,60.0,60,60,60,0.45775595,3.628752,0,2,261160620184719589,2023-08-20,Recife,0,0.9809733,1653461,25.5714285714286,82.8995225714286,1,0,1,77.2064828571429,70.4981974285714,26.35,27.2857142857143,27,,,,,4145
1541894400000,201846,51.0,51,51,51,0.1481708,3.0844393,0,2,261160620184619589,2023-08-20,Recife,0,0.8218654,1653461,26,79.3636188571429,1,0,0,75.2095147142857,69.8272057142857,26.5,27.4285714285714,21,,,,,4145
1541289600000,201845,73.0,73,73,73,0.80373627,4.414982,0,2,261160620184519589,2023-08-20,Recife,0,1.1576031,1653461,25.4285714285714,82.9502177142857,1,0,1,76.9057922857143,71.7043148571429,26.0630951428571,27,47,,,,,4145
1540684800000,201844,50.0,50,50,50,0.18130945,3.02396,0,2,261160620184419589,2023-08-20,Recife,0,0.8405692,1653461,25.1428571428571,83.6214942857143,1,0,0,77.7253094285714,72.3830081428572,26.2234848571429,27.5714285714286,25,,,,,4145
1540080000000,201843,76.0,76,76,76,0.9478918,4.5964193,0,2,261160620184319589,2023-08-20,Recife,0,1.3256798,1653461,25.2857142857143,82.8287385714286,1,0,1,76.8309692857143,70.4414194285714,26.0308445714286,27.2857142857143,41,,,,,4145
1539475200000,201842,57.0,57,57,57,0.3926713,3.4473145,0,2,261160620184219589,2023-08-20,Recife,0,0.9510367,1653461,24.5,80.989322,1,0,1,73.755595,67.5633695,26.164773,27.5,36,,,,,4145
1538870400000,201841,48.0,48,48,48,0.10141799,2.9030015,0,2,261160620184119589,2023-08-20,Recife,0,0.7837579,1653461,24.5,,1,0,0,,,,,23,,,,,4145
1538265600000,201840,70.0,70,70,70,0.6705755,4.233544,0,2,261160620184019589,2023-08-20,Recife,0,1.0787692,1653461,24.5,82.1566815,1,0,1,75.202175,67.733797,25.2272725,26.75,51,,,,,4145
1537660800000,201839,57.0,57,57,57,0.1584376,3.4473145,0,1,261160620183919589,2023-08-20,Recife,0,0.83636004,1653461,24.4285714285714,84.2953642857143,1,0,1,79.7669821428571,74.5896277142857,25.1255414285714,26,31,,,,,4145
1537056000000,201838,58.0,58,58,58,0.2755157,3.5077937,0,1,261160620183819589,2023-08-20,Recife,0,0.89815336,1653461,24.4285714285714,84.9666151428571,1,0,1,78.7979872857143,72.1845405714286,25.2445885714286,26.1428571428571,31,,,,,4145
1536451200000,201837,87.0,87,87,87,0.9428008,5.2616906,0,1,261160620183719589,2023-08-20,Recife,0,1.2896768,1653461,22.7142857142857,87.3626351428571,0,0,1,78.5584821428571,72.5674021428571,24.0573591428571,25.1428571428571,44,,,,,4145
1535846400000,201836,53.0,53,53,53,0.020100616,3.2053976,0,1,261160620183619589,2023-08-20,Recife,0,0.6957226,1653461,23.4285714285714,83.6233257142857,1,0,0,77.9278714285714,71.8704964285714,24.3452382857143,25.4285714285714,36,,,,,4145
1535241600000,201835,57.0,57,57,57,0.039934248,3.4473145,0,1,261160620183519589,2023-08-20,Recife,0,0.7384687,1653461,21.8571428571429,88.6822564285714,0,0,1,79.2243788571429,70.7012085714286,23.621212,25.1428571428571,28,,,,,4145
1534636800000,201834,95.0,95,95,95,0.8937884,5.745524,0,1,261160620183419589,2023-08-20,Recife,0,1.2083211,1653461,23.1428571428571,85.0057601428571,1,0,1,77.0797708571429,70.704935,24.3647185714286,25.2857142857143,49,,,,,4145
1534032000000,201833,72.0,72,72,72,0.1168357,4.3545027,0,1,261160620183319589,2023-08-20,Recife,0,0.82791764,1653461,24.1428571428571,84.2889245714286,1,0,1,78.2166498571429,71.4841407142857,25.2773811428571,26.4285714285714,40,,,,,4145
